0.18962967	0.05658999	-0.14477988	-0.1262857	0.12316727	-0.07411442	0.1591619	0.11221437	0.104984276	0.04587132	-0.08612138	0.0042586015	-0.05447523	-0.03155787	-0.039485846	0.092204235
0.32155794	-0.02958834	-0.10266651	-0.06654736	0.06744347	-0.12770458	0.12054335	0.11537039	0.011810419	0.031364407	-0.1010394	-0.07666287	-0.0596101	0.014643728	0.013844256	0.10520463
0.3525157	-0.10819127	-0.04577962	-0.037108466	0.007727702	-0.15550494	0.07635577	0.06696488	-0.03719578	-0.03638117	-0.0137341535	-0.0896288	-0.008270692	0.073932186	0.06639929	0.0501421
0.03801315	-0.02080539	-0.086750634	-0.078072324	0.04037738	-0.18302263	0.10030881	0.07843161	-0.03434916	0.056930628	-0.074393	-0.08322637	-0.014692266	0.022773543	-0.04609061	0.08973956
0.12940764	0.01949501	-0.117766775	-0.13779338	0.1313713	-0.15977906	0.14126949	0.13985628	0.050009318	0.038310118	-0.092665255	0.02363138	-0.09086946	-0.025069507	-0.13516343	0.11742253
0.14012739	-0.14481707	-0.03977294	-0.059259422	0.010317667	-0.29041547	-0.026586892	0.04918757	-0.04469052	-0.037552968	0.021009026	-0.1538702	-0.0075505213	0.0119472295	0.07551112	-0.03356093
0.05664432	-0.07346098	-0.017403584	-0.077660844	-0.0044284225	-0.17691725	0.018381763	0.0632799	-0.06854731	-0.006113982	-0.07644342	-0.113948844	0.028512081	0.04048388	0.07371181	-0.035896733
0.05986402	-0.04938118	-0.09201019	-0.044943146	0.07351306	-0.12972008	0.0464389	0.11358757	-0.016140519	-0.021660315	-0.0800627	-0.0050415425	-0.030559378	-0.013567338	-0.0330662	0.058811083
-0.20538445	-0.007977378	-0.09974252	-0.12746026	0.045674644	-0.22041221	0.13287325	0.12677576	0.051002495	0.088858895	-0.009894104	-0.044109154	-0.08890011	-0.04923825	-0.04707548	0.111301705
0.34304312	-0.023769507	-0.024300914	-0.022470497	0.06638178	-0.11792266	-0.016513903	-0.04599097	0.010868005	0.0081121735	-0.021417761	-0.11503402	-0.0133527545	0.07100076	0.080637455	0.024386954
-0.2042113	-0.110315986	-0.022656767	-0.083488435	-0.044415507	-0.22379209	0.0008351462	0.07620121	-0.01256156	-0.035290577	0.0024849991	-0.05049433	0.052122764	0.016150566	-0.02907528	-0.027455486
0.55630285	0.015248423	-0.06528046	-0.0503181	0.045173444	0.027196968	0.04751616	0.076719955	0.021825485	0.040650077	-0.024548208	-0.027299576	-0.019564852	-0.029020073	-0.030998554	0.018590301
0.2786507	-0.13338022	0.05616165	0.04721472	0.033000268	-0.09717218	0.0013568673	-0.01798591	-0.111282595	-0.010019748	0.090740405	-0.12534526	0.06577117	0.07146457	0.030967504	-0.031663623
0.20435269	-0.11253753	0.036610607	-0.07020506	0.0209199	-0.073340565	-0.021703495	-0.021058092	-0.07273644	-0.04123497	-0.013083079	-0.11319148	-0.009965497	0.025840828	0.03742631	0.043719962
0.22978531	0.03667415	-0.14710444	-0.07087524	0.14878444	-0.049195707	0.13346013	0.08710837	0.059336364	0.04533625	-0.081396185	0.011059512	-0.05819453	-0.1035364	-0.05904688	0.10157108
0.36108962	-0.008581398	0.013826445	-0.03263136	0.018262206	-0.16262162	0.00038377722	-0.024725165	-0.031471953	0.009008825	-0.01311072	-0.12266812	0.07403967	0.008866835	0.05289124	0.0072856774
0.3031592	-0.078738146	0.016055722	0.023645056	-0.010555072	-0.13419786	0.0411899	-0.0060188854	0.013620758	-0.0032857475	0.03275762	-0.054793723	0.03130729	0.009864317	-0.0056476663	-0.019613756
0.56768256	-0.12172909	0.07637871	0.03635584	-0.05873508	-0.06824526	-0.02301227	-0.08964178	-0.08908864	-0.10700851	0.022987315	-0.09953625	0.078049816	0.06306354	0.103918225	-0.095354386
0.20476735	-0.08660079	0.016555842	-0.09795588	0.034928218	-0.13876136	0.061202057	0.056057367	-0.04285152	-0.040624022	-0.044900846	-0.10444947	0.04775259	0.011984409	0.03607848	0.05260855
0.123314105	0.001133675	-0.081870146	-0.028504265	0.03639637	-0.17179972	0.10984068	0.06225894	0.056604918	0.0025440485	-0.054060545	0.06425941	-0.06253618	0.0068276622	-0.012405872	0.074598536
0.4294789	-0.030926924	-0.034204938	-0.0340544	0.021764638	0.012239372	0.015817542	0.05550617	-0.05056615	0.01022769	-0.08845549	-0.1266701	0.004151668	0.06749814	0.025496678	0.021368355
0.21631283	0.021804499	-0.09233977	-0.09631879	0.101071104	-0.16047478	0.11628921	0.13146478	0.0007149688	0.013616561	-0.00971978	-0.024130464	-0.08577307	0.0140849855	-0.013828117	0.096204005
0.23565616	-0.09244646	0.051019955	0.05063916	0.0021627382	-0.10510483	0.0046687443	-0.045303136	-0.0042346455	-0.033402298	0.02995073	-0.0674562	0.094905615	0.0485831	0.048289992	-0.01716376
0.3419239	0.0574223	-0.15836821	-0.11267217	0.120344296	0.064350314	0.1959409	0.1101092	0.07966253	0.09426228	-0.10837851	0.080267884	-0.109794304	-0.1442665	-0.09642216	0.13771985
0.06739149	-0.09581875	0.040401217	0.06647432	-0.043148268	-0.21533358	-0.06737521	0.003425253	-0.057416048	-0.11154591	0.049811043	-0.10114814	0.071396	0.115060315	0.104132675	-0.062961966
0.6944806	-0.11229756	0.0048089596	0.08740304	0.038742207	-0.1432185	-0.026190192	-0.006843142	0.00046588806	-0.012737761	-0.0088250935	-0.16102578	0.044638757	0.10376675	0.11202077	0.0055055227
0.5642446	-0.07242928	-0.0048328554	0.0062130047	0.0076532965	-0.019787703	-0.044055663	0.024443632	-0.030611096	-0.022886317	-0.014686113	-0.04457291	0.095220536	0.07494623	0.08221592	0.026629314
-0.065848984	0.007323912	-0.0031898771	-0.10307056	0.07554154	-0.13224413	0.082474165	0.06746053	-0.041397743	0.031523503	-0.04616001	0.020229101	-0.059062265	-0.030535838	0.013272397	0.08412399
-0.033649538	-0.107981816	0.1155579	0.04761531	-0.078576885	-0.28016523	-0.032487657	-0.10615419	-0.08186434	-0.13476408	0.052451607	-0.09488426	0.14547092	0.14727782	0.118392654	-0.11461265
-0.20950061	-0.07285415	-0.092982285	-0.12843038	0.05618439	-0.22530426	0.13759392	0.107836775	0.017634017	0.040630046	-0.09701919	0.046571188	-0.025063423	-0.0068519525	-0.012370177	0.061111365
0.23710059	-0.104009844	0.051081933	0.002821446	-0.0041832877	-0.061919134	0.0036375565	-0.06399912	-0.086744696	-0.042610794	-0.034959096	-0.07971319	0.018585065	0.0526296	0.12870139	0.0033009413
-0.30002838	0.01046939	-0.14903943	-0.13630807	0.12908562	-0.05484591	0.14818254	0.1407456	0.10822741	0.06558922	-0.1741805	0.06508439	-0.08449238	-0.063850656	-0.113476984	0.094513185
0.3876701	-0.32655382	0.22717193	0.22749785	-0.1793932	-0.2798532	-0.18924819	-0.23028192	-0.22565523	-0.26003283	0.20330727	-0.3104707	0.2234239	0.2607155	0.2704651	-0.2758307
-0.2497567	-0.042887412	-0.038590454	-0.08671551	0.031298287	-0.18834393	0.04203714	0.057783462	0.013080889	0.0055454103	-0.003917186	-0.13630144	0.050887357	0.017580047	-0.014366171	0.018073732
0.24332865	-0.032563526	-0.057917055	-0.011461894	0.09086997	-0.008301073	0.032919664	0.0082699815	-0.033845346	0.023535885	-0.060342427	-0.051171366	-0.009184256	-0.006115254	0.07536653	0.04933202
-0.023454342	-0.012528621	-0.07472431	-0.109202646	0.014670725	-0.18308844	0.063335426	0.060655463	-0.0076454375	0.066166386	-0.015167693	-0.031983778	0.02668833	-0.019898817	-0.013511889	0.074597895
0.25287816	0.13004275	-0.21260671	-0.20547387	0.24559958	0.13652752	0.2837944	0.19505261	0.1518964	0.20562188	-0.21253306	0.1997504	-0.15324117	-0.14688447	-0.21407592	0.23105234
